,breed,characteristic,rating
4030,Pharaoh Hound,Good For Novice Owners,4
4031,Pharaoh Hound,Sensitivity Level,5
4032,Pharaoh Hound,Tolerates Being Alone,2
4033,Pharaoh Hound,Tolerates Cold Weather,1
4034,Pharaoh Hound,Tolerates Hot Weather,5
4035,Pharaoh Hound,Affectionate with Family,5
4036,Pharaoh Hound,Incredibly Kid Friendly Dogs,5
4037,Pharaoh Hound,Dog Friendly,5
4038,Pharaoh Hound,Friendly Toward Strangers,4
4039,Pharaoh Hound,Amount Of Shedding,2
4040,Pharaoh Hound,Drooling Potential,1
4041,Pharaoh Hound,Easy To Groom,4
4042,Pharaoh Hound,General Health,5
4043,Pharaoh Hound,Potential For Weight Gain,3
4044,Pharaoh Hound,Size,3
4045,Pharaoh Hound,Easy To Train,3
4046,Pharaoh Hound,Intelligence,4
4047,Pharaoh Hound,Potential For Mouthiness,4
4048,Pharaoh Hound,Prey Drive,5
4049,Pharaoh Hound,Tendency To Bark Or Howl,4
4050,Pharaoh Hound,Wanderlust Potential,4
4051,Pharaoh Hound,Energy Level,2
4052,Pharaoh Hound,Intensity,3
4053,Pharaoh Hound,Exercise Needs,4
4054,Pharaoh Hound,Potential For Playfulness,4
4055,Plott,Adapts Well to Apartment Living,1
4056,Plott,Good For Novice Owners,1
4057,Plott,Sensitivity Level,4
4058,Plott,Tolerates Being Alone,2
4059,Plott,Tolerates Cold Weather,2
4060,Plott,Tolerates Hot Weather,4
4061,Plott,Affectionate with Family,4
4062,Plott,Incredibly Kid Friendly Dogs,3
4063,Plott,Dog Friendly,5
4064,Plott,Friendly Toward Strangers,3
4065,Plott,Amount Of Shedding,2
4066,Plott,Drooling Potential,1
4067,Plott,Easy To Groom,5
4068,Plott,General Health,5
4069,Plott,Potential For Weight Gain,3
4070,Plott,Size,3
4071,Plott,Easy To Train,4
4072,Plott,Intelligence,3
4073,Plott,Potential For Mouthiness,3
4074,Plott,Prey Drive,5
4075,Plott,Tendency To Bark Or Howl,1
4076,Plott,Wanderlust Potential,5
4077,Plott,Energy Level,4
4078,Plott,Intensity,4
4079,Plott,Exercise Needs,5
4080,Plott,Potential For Playfulness,3
4081,Pocket Beagle,Adapts Well to Apartment Living,4
4082,Pocket Beagle,Good For Novice Owners,3
4083,Pocket Beagle,Sensitivity Level,4
4084,Pocket Beagle,Tolerates Being Alone,2
4085,Pocket Beagle,Tolerates Cold Weather,2
4086,Pocket Beagle,Tolerates Hot Weather,4
4087,Pocket Beagle,Affectionate with Family,5
4088,Pocket Beagle,Incredibly Kid Friendly Dogs,5
4089,Pocket Beagle,Dog Friendly,5
4090,Pocket Beagle,Friendly Toward Strangers,4
4091,Pocket Beagle,Amount Of Shedding,3
4092,Pocket Beagle,Drooling Potential,1
4093,Pocket Beagle,Easy To Groom,5
4094,Pocket Beagle,General Health,3
4095,Pocket Beagle,Potential For Weight Gain,5
4096,Pocket Beagle,Size,2
4097,Pocket Beagle,Easy To Train,3
4098,Pocket Beagle,Intelligence,4
4099,Pocket Beagle,Potential For Mouthiness,4
4100,Pocket Beagle,Prey Drive,3
4101,Pocket Beagle,Tendency To Bark Or Howl,5
4102,Pocket Beagle,Wanderlust Potential,5
4103,Pocket Beagle,Energy Level,4
4104,Pocket Beagle,Intensity,4
4105,Pocket Beagle,Exercise Needs,4
4106,Pocket Beagle,Potential For Playfulness,4
4107,Pointer,Adapts Well to Apartment Living,1
4108,Pointer,Good For Novice Owners,1
4109,Pointer,Sensitivity Level,3
4110,Pointer,Tolerates Being Alone,1
4111,Pointer,Tolerates Cold Weather,2
4112,Pointer,Tolerates Hot Weather,4
4113,Pointer,Affectionate with Family,5
4114,Pointer,Incredibly Kid Friendly Dogs,5
4115,Pointer,Dog Friendly,5
4116,Pointer,Friendly Toward Strangers,5
4117,Pointer,Amount Of Shedding,3
4118,Pointer,Drooling Potential,1
4119,Pointer,Easy To Groom,5
4120,Pointer,General Health,3
4121,Pointer,Potential For Weight Gain,3
4122,Pointer,Size,3
4123,Pointer,Easy To Train,5
4124,Pointer,Intelligence,5
4125,Pointer,Potential For Mouthiness,5
4126,Pointer,Prey Drive,5
4127,Pointer,Tendency To Bark Or Howl,3
4128,Pointer,Wanderlust Potential,5
4129,Pointer,Energy Level,5
4130,Pointer,Intensity,5
4131,Pointer,Exercise Needs,5
4132,Pointer,Potential For Playfulness,5
4133,Polish Lowland Sheepdog,Adapts Well to Apartment Living,4
4134,Polish Lowland Sheepdog,Good For Novice Owners,2
4135,Polish Lowland Sheepdog,Sensitivity Level,4
4136,Polish Lowland Sheepdog,Tolerates Being Alone,3
4137,Polish Lowland Sheepdog,Tolerates Cold Weather,4
4138,Polish Lowland Sheepdog,Tolerates Hot Weather,4
4139,Polish Lowland Sheepdog,Affectionate with Family,5
4140,Polish Lowland Sheepdog,Incredibly Kid Friendly Dogs,4
4141,Polish Lowland Sheepdog,Dog Friendly,3
4142,Polish Lowland Sheepdog,Friendly Toward Strangers,3
4143,Polish Lowland Sheepdog,Amount Of Shedding,1
4144,Polish Lowland Sheepdog,Drooling Potential,1
4145,Polish Lowland Sheepdog,Easy To Groom,1
4146,Polish Lowland Sheepdog,General Health,4
4147,Polish Lowland Sheepdog,Potential For Weight Gain,3
4148,Polish Lowland Sheepdog,Size,3
4149,Polish Lowland Sheepdog,Easy To Train,4
4150,Polish Lowland Sheepdog,Intelligence,4
4151,Polish Lowland Sheepdog,Potential For Mouthiness,3
4152,Polish Lowland Sheepdog,Prey Drive,3
4153,Polish Lowland Sheepdog,Tendency To Bark Or Howl,2
4154,Polish Lowland Sheepdog,Wanderlust Potential,3
4155,Polish Lowland Sheepdog,Energy Level,4
4156,Polish Lowland Sheepdog,Intensity,3
4157,Polish Lowland Sheepdog,Exercise Needs,4
4158,Polish Lowland Sheepdog,Potential For Playfulness,4
4159,Pomeranian,Adapts Well to Apartment Living,4
4160,Pomeranian,Good For Novice Owners,4
4161,Pomeranian,Sensitivity Level,4
4162,Pomeranian,Tolerates Being Alone,1
4163,Pomeranian,Tolerates Cold Weather,4
4164,Pomeranian,Tolerates Hot Weather,2
4165,Pomeranian,Affectionate with Family,5
4166,Pomeranian,Incredibly Kid Friendly Dogs,2
4167,Pomeranian,Dog Friendly,2
4168,Pomeranian,Friendly Toward Strangers,3
4169,Pomeranian,Amount Of Shedding,4
4170,Pomeranian,Drooling Potential,1
4171,Pomeranian,Easy To Groom,2
4172,Pomeranian,General Health,3
4173,Pomeranian,Potential For Weight Gain,4
4174,Pomeranian,Size,1
4175,Pomeranian,Easy To Train,4
4176,Pomeranian,Intelligence,4
4177,Pomeranian,Potential For Mouthiness,2
4178,Pomeranian,Prey Drive,2
4179,Pomeranian,Tendency To Bark Or Howl,5
4180,Pomeranian,Wanderlust Potential,1
4181,Pomeranian,Energy Level,3
4182,Pomeranian,Intensity,2
4183,Pomeranian,Exercise Needs,2
4184,Pomeranian,Potential For Playfulness,3
4185,Pomsky,Adapts Well to Apartment Living,5
4186,Pomsky,Good For Novice Owners,2
4187,Pomsky,Sensitivity Level,4
4188,Pomsky,Tolerates Being Alone,1
4189,Pomsky,Tolerates Cold Weather,5
4190,Pomsky,Tolerates Hot Weather,3
4191,Pomsky,Affectionate with Family,5
4192,Pomsky,Incredibly Kid Friendly Dogs,2
4193,Pomsky,Dog Friendly,3
4194,Pomsky,Friendly Toward Strangers,3
4195,Pomsky,Amount Of Shedding,4
4196,Pomsky,Drooling Potential,1
4197,Pomsky,Easy To Groom,2
4198,Pomsky,General Health,3
4199,Pomsky,Potential For Weight Gain,3
4200,Pomsky,Size,2
4201,Pomsky,Easy To Train,3
4202,Pomsky,Intelligence,4
4203,Pomsky,Potential For Mouthiness,3
4204,Pomsky,Prey Drive,4
4205,Pomsky,Tendency To Bark Or Howl,5
4206,Pomsky,Wanderlust Potential,2
4207,Pomsky,Energy Level,4
4208,Pomsky,Intensity,2
4209,Pomsky,Exercise Needs,3
4210,Pomsky,Potential For Playfulness,4
4211,Poodle,Adapts Well to Apartment Living,5
4212,Poodle,Good For Novice Owners,5
4213,Poodle,Sensitivity Level,4
4214,Poodle,Tolerates Being Alone,1
4215,Poodle,Tolerates Cold Weather,3
4216,Poodle,Tolerates Hot Weather,4
4217,Poodle,Affectionate with Family,5
4218,Poodle,Incredibly Kid Friendly Dogs,5
4219,Poodle,Dog Friendly,4
4220,Poodle,Friendly Toward Strangers,4
4221,Poodle,Amount Of Shedding,1
4222,Poodle,Drooling Potential,1
4223,Poodle,Easy To Groom,1
4224,Poodle,General Health,2
4225,Poodle,Potential For Weight Gain,4
4226,Poodle,Size,4
4227,Poodle,Easy To Train,5
4228,Poodle,Intelligence,5
4229,Poodle,Potential For Mouthiness,4
4230,Poodle,Prey Drive,2
4231,Poodle,Tendency To Bark Or Howl,2
4232,Poodle,Wanderlust Potential,3
4233,Poodle,Energy Level,4
4234,Poodle,Intensity,3
4235,Poodle,Exercise Needs,4
4236,Poodle,Potential For Playfulness,5
4237,Portuguese Water Dog,Adapts Well to Apartment Living,4
4238,Portuguese Water Dog,Good For Novice Owners,3
4239,Portuguese Water Dog,Sensitivity Level,4
4240,Portuguese Water Dog,Tolerates Being Alone,2
4241,Portuguese Water Dog,Tolerates Cold Weather,4
4242,Portuguese Water Dog,Tolerates Hot Weather,3
4243,Portuguese Water Dog,Affectionate with Family,5
4244,Portuguese Water Dog,Incredibly Kid Friendly Dogs,5
4245,Portuguese Water Dog,Dog Friendly,5
4246,Portuguese Water Dog,Friendly Toward Strangers,3
4247,Portuguese Water Dog,Amount Of Shedding,1
4248,Portuguese Water Dog,Drooling Potential,1
4249,Portuguese Water Dog,Easy To Groom,2
4250,Portuguese Water Dog,General Health,4
4251,Portuguese Water Dog,Potential For Weight Gain,3
4252,Portuguese Water Dog,Size,3
4253,Portuguese Water Dog,Easy To Train,4
4254,Portuguese Water Dog,Intelligence,5
4255,Portuguese Water Dog,Potential For Mouthiness,5
4256,Portuguese Water Dog,Prey Drive,3
4257,Portuguese Water Dog,Tendency To Bark Or Howl,3
4258,Portuguese Water Dog,Wanderlust Potential,3
4259,Portuguese Water Dog,Energy Level,5
4260,Portuguese Water Dog,Intensity,3
4261,Portuguese Water Dog,Exercise Needs,5
4262,Portuguese Water Dog,Potential For Playfulness,5
4263,Pug,Adapts Well to Apartment Living,5
4264,Pug,Good For Novice Owners,5
4265,Pug,Sensitivity Level,3
4266,Pug,Tolerates Being Alone,1
4267,Pug,Tolerates Cold Weather,2
4268,Pug,Tolerates Hot Weather,1
4269,Pug,Affectionate with Family,5
4270,Pug,Incredibly Kid Friendly Dogs,4
4271,Pug,Dog Friendly,4
4272,Pug,Friendly Toward Strangers,4
4273,Pug,Amount Of Shedding,5
4274,Pug,Drooling Potential,1
4275,Pug,Easy To Groom,5
4276,Pug,General Health,1
4277,Pug,Potential For Weight Gain,5
4278,Pug,Size,2
4279,Pug,Easy To Train,3
4280,Pug,Intelligence,2
4281,Pug,Potential For Mouthiness,2
4282,Pug,Prey Drive,3
4283,Pug,Tendency To Bark Or Howl,2
4284,Pug,Wanderlust Potential,2
4285,Pug,Energy Level,3
4286,Pug,Intensity,4
4287,Pug,Exercise Needs,3
4288,Pug,Potential For Playfulness,5
4289,Puggle,Adapts Well to Apartment Living,4
4290,Puggle,Good For Novice Owners,5
4291,Puggle,Sensitivity Level,3
4292,Puggle,Tolerates Being Alone,3
4293,Puggle,Tolerates Cold Weather,3
4294,Puggle,Tolerates Hot Weather,3
4295,Puggle,Affectionate with Family,3
4296,Puggle,Incredibly Kid Friendly Dogs,5
4297,Puggle,Dog Friendly,5
4298,Puggle,Friendly Toward Strangers,5
4299,Puggle,Amount Of Shedding,3
4300,Puggle,Drooling Potential,1
4301,Puggle,Easy To Groom,5
4302,Puggle,General Health,4
4303,Puggle,Potential For Weight Gain,5
4304,Puggle,Size,2
4305,Puggle,Easy To Train,2
4306,Puggle,Intelligence,3
4307,Puggle,Potential For Mouthiness,3
4308,Puggle,Prey Drive,2
4309,Puggle,Tendency To Bark Or Howl,4
4310,Puggle,Wanderlust Potential,5
4311,Puggle,Energy Level,3
4312,Puggle,Intensity,2
4313,Puggle,Exercise Needs,3
4314,Puggle,Potential For Playfulness,3
4315,Puli,Adapts Well to Apartment Living,4
4316,Puli,Good For Novice Owners,1
4317,Puli,Sensitivity Level,4
4318,Puli,Tolerates Being Alone,2
4319,Puli,Tolerates Cold Weather,4
4320,Puli,Tolerates Hot Weather,3
4321,Puli,Affectionate with Family,5
4322,Puli,Incredibly Kid Friendly Dogs,5
4323,Puli,Dog Friendly,5
4324,Puli,Friendly Toward Strangers,2
4325,Puli,Amount Of Shedding,1
4326,Puli,Drooling Potential,1
4327,Puli,Easy To Groom,1
4328,Puli,General Health,5
4329,Puli,Potential For Weight Gain,3
4330,Puli,Size,3
4331,Puli,Easy To Train,2
4332,Puli,Intelligence,4
4333,Puli,Potential For Mouthiness,3
4334,Puli,Prey Drive,4
4335,Puli,Tendency To Bark Or Howl,4
4336,Puli,Wanderlust Potential,5
4337,Puli,Energy Level,5
4338,Puli,Intensity,5
4339,Puli,Exercise Needs,5
4340,Puli,Potential For Playfulness,5
4341,Pyrenean Shepherd,Adapts Well to Apartment Living,5
4342,Pyrenean Shepherd,Good For Novice Owners,2
4343,Pyrenean Shepherd,Sensitivity Level,4
4344,Pyrenean Shepherd,Tolerates Being Alone,1
4345,Pyrenean Shepherd,Tolerates Cold Weather,4
4346,Pyrenean Shepherd,Tolerates Hot Weather,3
4347,Pyrenean Shepherd,Affectionate with Family,5
4348,Pyrenean Shepherd,Incredibly Kid Friendly Dogs,5
4349,Pyrenean Shepherd,Dog Friendly,2
4350,Pyrenean Shepherd,Friendly Toward Strangers,2
4351,Pyrenean Shepherd,Amount Of Shedding,3
4352,Pyrenean Shepherd,Drooling Potential,1
4353,Pyrenean Shepherd,Easy To Groom,3
4354,Pyrenean Shepherd,General Health,2
4355,Pyrenean Shepherd,Potential For Weight Gain,3
4356,Pyrenean Shepherd,Size,2
4357,Pyrenean Shepherd,Easy To Train,2
4358,Pyrenean Shepherd,Intelligence,4
4359,Pyrenean Shepherd,Potential For Mouthiness,3
4360,Pyrenean Shepherd,Prey Drive,4
4361,Pyrenean Shepherd,Tendency To Bark Or Howl,5
4362,Pyrenean Shepherd,Wanderlust Potential,2
4363,Pyrenean Shepherd,Energy Level,4
4364,Pyrenean Shepherd,Intensity,5
4365,Pyrenean Shepherd,Exercise Needs,5
4366,Pyrenean Shepherd,Potential For Playfulness,5
4367,Rat Terrier,Adapts Well to Apartment Living,5
4368,Rat Terrier,Good For Novice Owners,3
4369,Rat Terrier,Sensitivity Level,4
4370,Rat Terrier,Tolerates Being Alone,3
4371,Rat Terrier,Tolerates Cold Weather,1
4372,Rat Terrier,Tolerates Hot Weather,4
4373,Rat Terrier,Affectionate with Family,4
4374,Rat Terrier,Incredibly Kid Friendly Dogs,5
4375,Rat Terrier,Dog Friendly,3
4376,Rat Terrier,Friendly Toward Strangers,4
4377,Rat Terrier,Amount Of Shedding,4
4378,Rat Terrier,Drooling Potential,1
4379,Rat Terrier,Easy To Groom,5
4380,Rat Terrier,General Health,4
4381,Rat Terrier,Potential For Weight Gain,3
4382,Rat Terrier,Size,1
4383,Rat Terrier,Easy To Train,5
4384,Rat Terrier,Intelligence,4
4385,Rat Terrier,Potential For Mouthiness,2
4386,Rat Terrier,Prey Drive,4
4387,Rat Terrier,Tendency To Bark Or Howl,1
4388,Rat Terrier,Wanderlust Potential,4
4389,Rat Terrier,Energy Level,5
4390,Rat Terrier,Intensity,4
4391,Rat Terrier,Exercise Needs,4
4392,Rat Terrier,Potential For Playfulness,5
4393,Redbone Coonhound,Adapts Well to Apartment Living,4
4394,Redbone Coonhound,Good For Novice Owners,2
4395,Redbone Coonhound,Sensitivity Level,5
4396,Redbone Coonhound,Tolerates Being Alone,2
4397,Redbone Coonhound,Tolerates Cold Weather,3
4398,Redbone Coonhound,Tolerates Hot Weather,2
4399,Redbone Coonhound,Affectionate with Family,5
4400,Redbone Coonhound,Incredibly Kid Friendly Dogs,5
4401,Redbone Coonhound,Dog Friendly,4
4402,Redbone Coonhound,Friendly Toward Strangers,3
4403,Redbone Coonhound,Amount Of Shedding,2
4404,Redbone Coonhound,Drooling Potential,4
4405,Redbone Coonhound,Easy To Groom,5
4406,Redbone Coonhound,General Health,3
4407,Redbone Coonhound,Potential For Weight Gain,3
4408,Redbone Coonhound,Size,3
4409,Redbone Coonhound,Easy To Train,3
4410,Redbone Coonhound,Intelligence,4
4411,Redbone Coonhound,Potential For Mouthiness,4
4412,Redbone Coonhound,Prey Drive,4
4413,Redbone Coonhound,Tendency To Bark Or Howl,4
4414,Redbone Coonhound,Wanderlust Potential,5
4415,Redbone Coonhound,Energy Level,4
4416,Redbone Coonhound,Intensity,4
4417,Redbone Coonhound,Exercise Needs,5
4418,Redbone Coonhound,Potential For Playfulness,5
4419,Rhodesian Ridgeback,Adapts Well to Apartment Living,1
4420,Rhodesian Ridgeback,Good For Novice Owners,2
4421,Rhodesian Ridgeback,Sensitivity Level,4
4422,Rhodesian Ridgeback,Tolerates Being Alone,2
4423,Rhodesian Ridgeback,Tolerates Cold Weather,3
4424,Rhodesian Ridgeback,Tolerates Hot Weather,3
4425,Rhodesian Ridgeback,Affectionate with Family,5
4426,Rhodesian Ridgeback,Incredibly Kid Friendly Dogs,4
4427,Rhodesian Ridgeback,Dog Friendly,4
4428,Rhodesian Ridgeback,Friendly Toward Strangers,3
4429,Rhodesian Ridgeback,Amount Of Shedding,4
4430,Rhodesian Ridgeback,Drooling Potential,1
4431,Rhodesian Ridgeback,Easy To Groom,5
4432,Rhodesian Ridgeback,General Health,4
4433,Rhodesian Ridgeback,Potential For Weight Gain,3
4434,Rhodesian Ridgeback,Size,4
4435,Rhodesian Ridgeback,Easy To Train,2
4436,Rhodesian Ridgeback,Intelligence,4
4437,Rhodesian Ridgeback,Potential For Mouthiness,3
4438,Rhodesian Ridgeback,Prey Drive,5
4439,Rhodesian Ridgeback,Tendency To Bark Or Howl,1
4440,Rhodesian Ridgeback,Wanderlust Potential,5
4441,Rhodesian Ridgeback,Energy Level,4
4442,Rhodesian Ridgeback,Intensity,4
4443,Rhodesian Ridgeback,Exercise Needs,5
4444,Rhodesian Ridgeback,Potential For Playfulness,5
4445,Rottweiler,Adapts Well to Apartment Living,2
4446,Rottweiler,Good For Novice Owners,1
4447,Rottweiler,Sensitivity Level,4
4448,Rottweiler,Tolerates Being Alone,1
4449,Rottweiler,Tolerates Cold Weather,2
4450,Rottweiler,Tolerates Hot Weather,3
4451,Rottweiler,Affectionate with Family,5
4452,Rottweiler,Incredibly Kid Friendly Dogs,4
4453,Rottweiler,Dog Friendly,2
4454,Rottweiler,Friendly Toward Strangers,4
4455,Rottweiler,Amount Of Shedding,4
4456,Rottweiler,Drooling Potential,4
4457,Rottweiler,Easy To Groom,5
4458,Rottweiler,General Health,2
4459,Rottweiler,Potential For Weight Gain,5
4460,Rottweiler,Size,3
4461,Rottweiler,Easy To Train,4
4462,Rottweiler,Intelligence,5
4463,Rottweiler,Potential For Mouthiness,3
4464,Rottweiler,Prey Drive,4
4465,Rottweiler,Tendency To Bark Or Howl,4
4466,Rottweiler,Wanderlust Potential,2
4467,Rottweiler,Energy Level,4
4468,Rottweiler,Intensity,4
4469,Rottweiler,Exercise Needs,4
4470,Rottweiler,Potential For Playfulness,5
4471,Saint Bernard,Adapts Well to Apartment Living,3
4472,Saint Bernard,Good For Novice Owners,2
4473,Saint Bernard,Sensitivity Level,4
4474,Saint Bernard,Tolerates Being Alone,1
4475,Saint Bernard,Tolerates Cold Weather,5
4476,Saint Bernard,Tolerates Hot Weather,1
4477,Saint Bernard,Affectionate with Family,5
4478,Saint Bernard,Incredibly Kid Friendly Dogs,5
4479,Saint Bernard,Dog Friendly,5
4480,Saint Bernard,Friendly Toward Strangers,5
4481,Saint Bernard,Amount Of Shedding,4
4482,Saint Bernard,Drooling Potential,5
4483,Saint Bernard,Easy To Groom,2
4484,Saint Bernard,General Health,2
4485,Saint Bernard,Potential For Weight Gain,4
4486,Saint Bernard,Size,5
4487,Saint Bernard,Easy To Train,2
4488,Saint Bernard,Intelligence,4
4489,Saint Bernard,Potential For Mouthiness,3
4490,Saint Bernard,Prey Drive,1
4491,Saint Bernard,Tendency To Bark Or Howl,1
4492,Saint Bernard,Wanderlust Potential,2
4493,Saint Bernard,Energy Level,3
4494,Saint Bernard,Intensity,2
4495,Saint Bernard,Exercise Needs,2
4496,Saint Bernard,Potential For Playfulness,4
4497,Saluki,Adapts Well to Apartment Living,1
4498,Saluki,Good For Novice Owners,2
4499,Saluki,Sensitivity Level,5
4500,Saluki,Tolerates Being Alone,1
4501,Saluki,Tolerates Cold Weather,2
4502,Saluki,Tolerates Hot Weather,3
4503,Saluki,Affectionate with Family,5
4504,Saluki,Incredibly Kid Friendly Dogs,4
4505,Saluki,Dog Friendly,4
4506,Saluki,Friendly Toward Strangers,1
4507,Saluki,Amount Of Shedding,2
4508,Saluki,Drooling Potential,1
4509,Saluki,Easy To Groom,4
4510,Saluki,General Health,4
4511,Saluki,Potential For Weight Gain,1
4512,Saluki,Size,4
4513,Saluki,Easy To Train,4
4514,Saluki,Intelligence,4
4515,Saluki,Potential For Mouthiness,4
4516,Saluki,Prey Drive,5
4517,Saluki,Tendency To Bark Or Howl,1
4518,Saluki,Wanderlust Potential,5
4519,Saluki,Energy Level,5
4520,Saluki,Intensity,2
4521,Saluki,Exercise Needs,5
4522,Saluki,Potential For Playfulness,5
4523,Samoyed,Adapts Well to Apartment Living,2
4524,Samoyed,Good For Novice Owners,2
4525,Samoyed,Sensitivity Level,4
4526,Samoyed,Tolerates Being Alone,2
4527,Samoyed,Tolerates Cold Weather,5
4528,Samoyed,Tolerates Hot Weather,1
4529,Samoyed,Affectionate with Family,5
4530,Samoyed,Incredibly Kid Friendly Dogs,5
4531,Samoyed,Dog Friendly,5
4532,Samoyed,Friendly Toward Strangers,5
4533,Samoyed,Amount Of Shedding,5
4534,Samoyed,Drooling Potential,2
4535,Samoyed,Easy To Groom,1
4536,Samoyed,General Health,3
4537,Samoyed,Potential For Weight Gain,4
4538,Samoyed,Size,3
4539,Samoyed,Easy To Train,3
4540,Samoyed,Intelligence,3
4541,Samoyed,Potential For Mouthiness,3
4542,Samoyed,Prey Drive,5
4543,Samoyed,Tendency To Bark Or Howl,3
4544,Samoyed,Wanderlust Potential,4
4545,Samoyed,Energy Level,5
4546,Samoyed,Intensity,2
4547,Samoyed,Exercise Needs,5
4548,Samoyed,Potential For Playfulness,5
4549,Schipperke,Adapts Well to Apartment Living,4
4550,Schipperke,Good For Novice Owners,4
4551,Schipperke,Sensitivity Level,4
4552,Schipperke,Tolerates Being Alone,3
4553,Schipperke,Tolerates Cold Weather,3
4554,Schipperke,Tolerates Hot Weather,2
4555,Schipperke,Affectionate with Family,4
4556,Schipperke,Incredibly Kid Friendly Dogs,5
4557,Schipperke,Dog Friendly,2
4558,Schipperke,Friendly Toward Strangers,2
4559,Schipperke,Amount Of Shedding,3
4560,Schipperke,Drooling Potential,1
4561,Schipperke,Easy To Groom,5
4562,Schipperke,General Health,4
4563,Schipperke,Potential For Weight Gain,5
4564,Schipperke,Size,1
4565,Schipperke,Easy To Train,2
4566,Schipperke,Intelligence,4
4567,Schipperke,Potential For Mouthiness,3
4568,Schipperke,Prey Drive,2
4569,Schipperke,Tendency To Bark Or Howl,4
4570,Schipperke,Wanderlust Potential,5
4571,Schipperke,Energy Level,5
4572,Schipperke,Intensity,3
4573,Schipperke,Exercise Needs,5
4574,Schipperke,Potential For Playfulness,5
4575,Schnoodle,Adapts Well to Apartment Living,3
4576,Schnoodle,Good For Novice Owners,5
4577,Schnoodle,Sensitivity Level,4
4578,Schnoodle,Tolerates Being Alone,2
4579,Schnoodle,Tolerates Cold Weather,2
4580,Schnoodle,Tolerates Hot Weather,4
4581,Schnoodle,Affectionate with Family,4
4582,Schnoodle,Incredibly Kid Friendly Dogs,5
4583,Schnoodle,Dog Friendly,3
4584,Schnoodle,Friendly Toward Strangers,3
4585,Schnoodle,Amount Of Shedding,2
4586,Schnoodle,Drooling Potential,1
4587,Schnoodle,Easy To Groom,4
4588,Schnoodle,General Health,3
4589,Schnoodle,Potential For Weight Gain,4
4590,Schnoodle,Size,4
4591,Schnoodle,Easy To Train,4
4592,Schnoodle,Intelligence,5
4593,Schnoodle,Potential For Mouthiness,3
4594,Schnoodle,Prey Drive,3
4595,Schnoodle,Tendency To Bark Or Howl,2
4596,Schnoodle,Wanderlust Potential,3
4597,Schnoodle,Energy Level,4
4598,Schnoodle,Intensity,3
4599,Schnoodle,Exercise Needs,4
4600,Schnoodle,Potential For Playfulness,4
4601,Scottish Deerhound,Adapts Well to Apartment Living,1
4602,Scottish Deerhound,Good For Novice Owners,1
4603,Scottish Deerhound,Sensitivity Level,3
4604,Scottish Deerhound,Tolerates Being Alone,2
4605,Scottish Deerhound,Tolerates Cold Weather,4
4606,Scottish Deerhound,Tolerates Hot Weather,4
4607,Scottish Deerhound,Affectionate with Family,5
4608,Scottish Deerhound,Incredibly Kid Friendly Dogs,4
4609,Scottish Deerhound,Dog Friendly,2
4610,Scottish Deerhound,Friendly Toward Strangers,5
4611,Scottish Deerhound,Amount Of Shedding,5
4612,Scottish Deerhound,Drooling Potential,1
4613,Scottish Deerhound,Easy To Groom,2
4614,Scottish Deerhound,General Health,3
4615,Scottish Deerhound,Potential For Weight Gain,4
4616,Scottish Deerhound,Size,5
4617,Scottish Deerhound,Easy To Train,2
4618,Scottish Deerhound,Intelligence,3
4619,Scottish Deerhound,Potential For Mouthiness,4
4620,Scottish Deerhound,Prey Drive,5
4621,Scottish Deerhound,Tendency To Bark Or Howl,1
4622,Scottish Deerhound,Wanderlust Potential,4
4623,Scottish Deerhound,Energy Level,5
4624,Scottish Deerhound,Intensity,5
4625,Scottish Deerhound,Exercise Needs,5
4626,Scottish Deerhound,Potential For Playfulness,5
4627,Scottish Terrier,Adapts Well to Apartment Living,4
4628,Scottish Terrier,Good For Novice Owners,2
4629,Scottish Terrier,Sensitivity Level,4
4630,Scottish Terrier,Tolerates Being Alone,3
4631,Scottish Terrier,Tolerates Cold Weather,4
4632,Scottish Terrier,Tolerates Hot Weather,3
4633,Scottish Terrier,Affectionate with Family,5
4634,Scottish Terrier,Incredibly Kid Friendly Dogs,4
4635,Scottish Terrier,Dog Friendly,4
4636,Scottish Terrier,Friendly Toward Strangers,4
4637,Scottish Terrier,Amount Of Shedding,2
4638,Scottish Terrier,Drooling Potential,1
4639,Scottish Terrier,Easy To Groom,2
4640,Scottish Terrier,General Health,4
4641,Scottish Terrier,Potential For Weight Gain,3
4642,Scottish Terrier,Size,2
4643,Scottish Terrier,Easy To Train,1
4644,Scottish Terrier,Intelligence,4
4645,Scottish Terrier,Potential For Mouthiness,3
4646,Scottish Terrier,Prey Drive,3
4647,Scottish Terrier,Tendency To Bark Or Howl,4
4648,Scottish Terrier,Wanderlust Potential,5
4649,Scottish Terrier,Energy Level,4
4650,Scottish Terrier,Intensity,4
4651,Scottish Terrier,Exercise Needs,4
4652,Scottish Terrier,Potential For Playfulness,4
4653,Sealyham Terrier,Adapts Well to Apartment Living,4
4654,Sealyham Terrier,Good For Novice Owners,4
4655,Sealyham Terrier,Sensitivity Level,4
4656,Sealyham Terrier,Tolerates Being Alone,2
4657,Sealyham Terrier,Tolerates Cold Weather,4
4658,Sealyham Terrier,Tolerates Hot Weather,3
4659,Sealyham Terrier,Affectionate with Family,4
4660,Sealyham Terrier,Incredibly Kid Friendly Dogs,4
4661,Sealyham Terrier,Dog Friendly,4
4662,Sealyham Terrier,Friendly Toward Strangers,3
